BraChemID_000001	463.007276
BraChemID_000002	465.007276
BraChemID_000003	224.007276
BraChemID_000004	359.007276
BraChemID_000005	373.007276
BraChemID_000006	389.007276
BraChemID_000007	407.007276
BraChemID_000008	421.007276
BraChemID_000009	423.007276
BraChemID_000010	437.007276
BraChemID_000011	447.007276
BraChemID_000012	451.007276
BraChemID_000013	610.007276
BraChemID_000014	788.007276
BraChemID_000015	373.007276
BraChemID_000016	375.007276
BraChemID_000017	389.007276
BraChemID_000018	403.007276
BraChemID_000019	409.007276
BraChemID_000020	419.007276
BraChemID_000021	421.007276
BraChemID_000022	423.007276
BraChemID_000023	435.007276
BraChemID_000024	437.007276
BraChemID_000025	448.007276
BraChemID_000026	451.007276
BraChemID_000027	464.007276
BraChemID_000028	465.007276
BraChemID_000029	467.007276
BraChemID_000030	478.007276
BraChemID_000031	499.007276
BraChemID_000032	423.031876
BraChemID_000033	448.060376
BraChemID_000034	464.055276
BraChemID_000035	478.070876
BraChemID_000036	478.070876
BraChemID_000037	333.019166
BraChemID_000038	361.050446
BraChemID_000039	364.990826
BraChemID_000040	396.962876
BraChemID_000041	406.035836
BraChemID_000042	428.934396
BraChemID_000043	438.2376
BraChemID_000044	448.060536
BraChemID_000045	464.055596
BraChemID_000046	359.033776
BraChemID_000047	361.050076
BraChemID_000048	373.049376
BraChemID_000049	375.065076
BraChemID_000050	375.065076
BraChemID_000051	375.065276
BraChemID_000052	375.065376
BraChemID_000053	387.065876
BraChemID_000054	391.060376
BraChemID_000055	393.022076
BraChemID_000056	403.096776
BraChemID_000057	407.036876
BraChemID_000058	407.036976
BraChemID_000059	409.049876
BraChemID_000060	417.112876
BraChemID_000061	421.052976
BraChemID_000062	423.032176
BraChemID_000063	423.032476
BraChemID_000064	423.032776
BraChemID_000065	423.032976
BraChemID_000066	423.065576
BraChemID_000067	425.043076
BraChemID_000068	425.045076
BraChemID_000069	431.127976
BraChemID_000070	435.068876
BraChemID_000071	437.047576
BraChemID_000072	437.047576
BraChemID_000073	437.047776
BraChemID_000074	437.048076
BraChemID_000075	439.060676
BraChemID_000076	441.036976
BraChemID_000077	464.055476
BraChemID_000078	464.055476
BraChemID_000079	464.055776
BraChemID_000080	464.055776
BraChemID_000081	464.055776
BraChemID_000082	464.055776
BraChemID_000083	478.070776
BraChemID_000084	478.070876
BraChemID_000085	479.055076
BraChemID_000086	528.016876
BraChemID_000087	547.156876
BraChemID_000088	561.168776
BraChemID_000089	564.086876
BraChemID_000090	564.087076
BraChemID_000091	613.090676
BraChemID_000092	627.112776
BraChemID_000093	645.084376
BraChemID_000094	670.115376
BraChemID_000095	711.201176
BraChemID_000096	375.007276
BraChemID_000097	375.007276
BraChemID_000098	391.007276
BraChemID_000099	403.007276
BraChemID_000100	419.007276
BraChemID_000101	423.007276
BraChemID_000102	425.007276
BraChemID_000103	425.007276
BraChemID_000104	425.007276
BraChemID_000105	435.007276
BraChemID_000106	439.007276
BraChemID_000107	439.007276
BraChemID_000108	439.007276
BraChemID_000109	453.007276
BraChemID_000110	463.007276
BraChemID_000111	467.007276
BraChemID_000112	477.007276
BraChemID_000113	479.007276
BraChemID_000114	479.007276
BraChemID_000115	481.007276
BraChemID_000116	491.007276
BraChemID_000117	509.007276
BraChemID_000118	521.007276
BraChemID_000119	523.007276
BraChemID_000120	537.007276
BraChemID_000121	571.007276
BraChemID_000122	571.007276
BraChemID_000123	573.007276
BraChemID_000124	737.007276
BraChemID_000125	359.034476
BraChemID_000126	375.065776
BraChemID_000127	375.065776
BraChemID_000128	389.045036
BraChemID_000129	389.081426
BraChemID_000130	389.081426
BraChemID_000131	389.081427
BraChemID_000132	403.097076
BraChemID_000133	403.097076
BraChemID_000134	403.097076
BraChemID_000135	406.030016
BraChemID_000136	407.037846
BraChemID_000137	407.037846
BraChemID_000138	421.053496
BraChemID_000139	423.032756
BraChemID_000140	423.065776
BraChemID_000141	437.048406
BraChemID_000142	448.061016
BraChemID_000143	451.064056
BraChemID_000144	464.055936
BraChemID_000145	478.071586
BraChemID_000146	478.071586
BraChemID_000147	495.053896
BraChemID_000148	601.062736
BraChemID_000149	194.058176
BraChemID_000150	224.068276
BraChemID_000151	310.069076
BraChemID_000152	338.099476
BraChemID_000153	340.079676
BraChemID_000154	342.093476
BraChemID_000155	354.094276
BraChemID_000156	368.110376
BraChemID_000157	372.105676
BraChemID_000158	386.121276
BraChemID_000159	386.158076
BraChemID_000160	448.100876
BraChemID_000161	464.095676
BraChemID_000162	478.111476
BraChemID_000163	478.111676
BraChemID_000164	506.106576
BraChemID_000165	518.126676
BraChemID_000166	520.121676
BraChemID_000167	548.174376
BraChemID_000168	562.165676
BraChemID_000169	592.179576
BraChemID_000170	610.153076
BraChemID_000171	610.153476
BraChemID_000172	610.153876
BraChemID_000173	610.153976
BraChemID_000174	610.154076
BraChemID_000175	626.148176
BraChemID_000176	626.148276
BraChemID_000177	626.148676
BraChemID_000178	640.163876
BraChemID_000179	640.163876
BraChemID_000180	640.163976
BraChemID_000181	640.163976
BraChemID_000182	640.164176
BraChemID_000183	682.174976
BraChemID_000184	694.211076
BraChemID_000185	710.205876
BraChemID_000186	724.221676
BraChemID_000187	724.221776
BraChemID_000188	724.222576
BraChemID_000189	726.201876
BraChemID_000190	740.216676
BraChemID_000191	740.216776
BraChemID_000192	754.232576
BraChemID_000193	754.232576
BraChemID_000194	754.233076
BraChemID_000195	756.190376
BraChemID_000196	772.186076
BraChemID_000197	772.205076
BraChemID_000198	786.201476
BraChemID_000199	788.186076
BraChemID_000200	788.201176
BraChemID_000201	788.201476
BraChemID_000202	788.202176
BraChemID_000203	802.190576
BraChemID_000204	802.193576
BraChemID_000205	802.196276
BraChemID_000206	802.215576
BraChemID_000207	802.215576
BraChemID_000208	816.211576
BraChemID_000209	816.211776
BraChemID_000210	816.211876
BraChemID_000211	818.190576
BraChemID_000212	818.190576
BraChemID_000213	832.206976
BraChemID_000214	832.207076
BraChemID_000215	846.219976
BraChemID_000216	886.275076
BraChemID_000217	900.268676
BraChemID_000218	916.284776
BraChemID_000219	918.242076
